,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
134039,53922079,2022-04-15T17:58:05.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10466.0,4305 FURMAN AVENUE,FURMAN AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,FURMAN AVENUE,In Progress,12 BRONX,2050430001.0,BRONX,1024312.0,265628.0,PHONE,Unspecified,BRONX,40.89567029166734,-73.85509294408084,"{'latitude': '40.89567029166734', 'longitude': '-73.85509294408084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11275.0,29.0,5.0,40.0,30.0,,,,,,,,,,,,
141081,53918873,2022-04-14T18:09:48.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10467.0,325 EAST  206 STREET,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  206 STREET,In Progress,07 BRONX,2033420047.0,BRONX,1017840.0,258061.0,ONLINE,Unspecified,BRONX,40.87492827878536,-73.87854053865966,"{'latitude': '40.874928278785355', 'longitude': '-73.87854053865966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11605.0,24.0,5.0,40.0,34.0,,,,,,,,,,,,
144667,53914513,2022-04-14T10:33:50.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,1-2 Family Dwelling,11249.0,105 SOUTH    2 STREET,SOUTH    2 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    2 STREET,In Progress,01 BROOKLYN,3024050045.0,BROOKLYN,994422.0,199308.0,ONLINE,Unspecified,BROOKLYN,40.71372531547237,-73.96330761496088,"{'latitude': '40.713725315472374', 'longitude': '-73.96330761496088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613.0,36.0,2.0,30.0,56.0,,,,,,,,,,,,
147490,53908967,2022-04-13T22:56:34.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,1-2 Family Dwelling,11378.0,53-30 72 STREET,72 STREET,53 ROAD,GRAND AVENUE,53 ROAD,GRAND AVENUE,ADDRESS,MASPETH,72 STREET,In Progress,05 QUEENS,4025050031.0,QUEENS,1014079.0,205405.0,ONLINE,Unspecified,QUEENS,40.73041565782305,-73.89237401383392,"{'latitude': '40.73041565782305', 'longitude': '-73.89237401383392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14788.0,54.0,3.0,34.0,62.0,,,,,,,,,,,,
150945,53910096,2022-04-13T14:41:13.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10010.0,360 1 AVENUE,1 AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,NEW YORK,1 AVENUE,In Progress,06 MANHATTAN,1009780001.0,MANHATTAN,990008.0,207317.0,PHONE,Unspecified,MANHATTAN,40.73571205024962,-73.9792229193906,"{'latitude': '40.73571205024962', 'longitude': '-73.9792229193906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073.0,71.0,4.0,51.0,7.0,,,,,,,,,,,,
151185,53906696,2022-04-13T13:59:43.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,11225.0,569 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,In Progress,09 BROOKLYN,3013110054.0,BROOKLYN,999962.0,181231.0,PHONE,Unspecified,BROOKLYN,40.66410001288421,-73.94336591894077,"{'latitude': '40.66410001288421', 'longitude': '-73.94336591894077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,48.0,44.0,,,,,,,,,,,,
153426,53908968,2022-04-13T09:33:24.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10451.0,675 WALTON AVENUE,WALTON AVENUE,EAST  153 STREET,EAST  157 STREET,EAST  153 STREET,EAST  157 STREET,ADDRESS,BRONX,WALTON AVENUE,In Progress,04 BRONX,2024730067.0,BRONX,1004587.0,239191.0,PHONE,Unspecified,BRONX,40.82317621054209,-73.92651981264149,"{'latitude': '40.82317621054209', 'longitude': '-73.92651981264149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
159141,53895277,2022-04-12T15:35:13.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11213.0,1500 CARROLL STREET,CARROLL STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,In Progress,09 BROOKLYN,3014120017.0,BROOKLYN,1001354.0,182106.0,PHONE,Unspecified,BROOKLYN,40.666499113445305,-73.93834622099348,"{'latitude': '40.666499113445305', 'longitude': '-73.93834622099348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615.0,17.0,2.0,48.0,44.0,,,,,,,,,,,,
159688,53895278,2022-04-12T14:16:51.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,Other (Explain Below),10472.0,2069 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,In Progress,09 BRONX,2037970033.0,BRONX,1024599.0,240625.0,ONLINE,Unspecified,BRONX,40.82704338278926,-73.85420536885215,"{'latitude': '40.82704338278926', 'longitude': '-73.85420536885215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610.0,58.0,5.0,31.0,26.0,,,,,,,,,,,,
162587,53899941,2022-04-12T07:52:42.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11375.0,61-20 GRAND CENTRAL PARKWAY SR WEST,GRAND CENTRAL PARKWAY SR WEST,62 AVENUE,62 DRIVE,62 AVENUE,62 DRIVE,ADDRESS,FOREST HILLS,GRAND CENTRAL PARKWAY SR WEST,In Progress,06 QUEENS,4021620122.0,QUEENS,1026714.0,208337.0,ONLINE,Unspecified,QUEENS,40.73841162977033,-73.84676725605964,"{'latitude': '40.73841162977033', 'longitude': '-73.84676725605964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14786.0,40.0,3.0,28.0,70.0,,,,,,,,,,,,
164762,53890562,2022-04-11T20:53:37.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10028.0,1264 LEXINGTON AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,LEXINGTON AVENUE,In Progress,08 MANHATTAN,1015140016.0,MANHATTAN,996381.0,223077.0,ONLINE,Unspecified,MANHATTAN,40.7789627763376,-73.95619824874713,"{'latitude': '40.7789627763376', 'longitude': '-73.95619824874713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425.0,23.0,4.0,51.0,11.0,,,,,,,,,,,,
170204,53892930,2022-04-11T09:25:35.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10075.0,151 EAST   80 STREET,EAST   80 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   80 STREET,In Progress,08 MANHATTAN,1015090020.0,MANHATTAN,995884.0,221808.0,ONLINE,Unspecified,MANHATTAN,40.77548037407229,-73.95799497787556,"{'latitude': '40.77548037407229', 'longitude': '-73.95799497787556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425.0,23.0,4.0,1.0,11.0,,,,,,,,,,,,
171353,53885783,2022-04-11T06:48:01.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,Other (Explain Below),10025.0,50 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,WEST  102 STREET,WEST  103 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,In Progress,07 MANHATTAN,1018380021.0,MANHATTAN,994420.0,229349.0,PHONE,Unspecified,MANHATTAN,40.796180209578544,-73.96326939108826,"{'latitude': '40.796180209578544', 'longitude': '-73.96326939108826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422.0,20.0,4.0,23.0,15.0,,,,,,,,,,,,
175901,53878451,2022-04-10T12:14:08.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,Other (Explain Below),11423.0,87-50 204 STREET,204 STREET,86 ROAD,FOOTHILL AVENUE,86 ROAD,FOOTHILL AVENUE,ADDRESS,HOLLIS,204 STREET,In Progress,08 QUEENS,4105380070.0,QUEENS,1050302.0,202309.0,PHONE,Unspecified,QUEENS,40.72172159585695,-73.76170869804525,"{'latitude': '40.72172159585695', 'longitude': '-73.76170869804525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24332.0,25.0,3.0,16.0,65.0,,,,,,,,,,,,
181669,53876832,2022-04-09T17:19:24.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,Other (Explain Below),10002.0,169 EAST BROADWAY,EAST BROADWAY,RUTGERS STREET,CANAL STREET,RUTGERS STREET,CANAL STREET,ADDRESS,NEW YORK,EAST BROADWAY,In Progress,03 MANHATTAN,1002840026.0,MANHATTAN,987068.0,199435.0,ONLINE,Unspecified,MANHATTAN,40.714079298829446,-73.98983487147261,"{'latitude': '40.714079298829446', 'longitude': '-73.98983487147261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70.0,4.0,32.0,4.0,,,,,,,,,,,,
182034,53875819,2022-04-09T16:21:27.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11368.0,57-36 VANDOREN STREET,VANDOREN STREET,WESTSIDE AVENUE,SAULTELL AVENUE,WESTSIDE AVENUE,SAULTELL AVENUE,ADDRESS,CORONA,VAN DOREN STREET,In Progress,04 QUEENS,4019660020.0,QUEENS,1025131.0,208877.0,PHONE,Unspecified,QUEENS,40.73990125257596,-73.85247627106293,"{'latitude': '40.73990125257596', 'longitude': '-73.85247627106293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510.0,66.0,3.0,21.0,68.0,,,,,,,,,,,,
182209,53874832,2022-04-09T15:48:57.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10457.0,711 FAIRMOUNT PLACE,FAIRMOUNT PLACE,CROTONA AVENUE,CLINTON AVENUE,CROTONA AVENUE,CLINTON AVENUE,ADDRESS,BRONX,FAIRMOUNT PLACE,In Progress,06 BRONX,2029500030.0,BRONX,1014237.0,246841.0,PHONE,Unspecified,BRONX,40.84414575052365,-73.89161895722347,"{'latitude': '40.844145750523644', 'longitude': '-73.89161895722347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935.0,35.0,5.0,43.0,31.0,,,,,,,,,,,,
182768,53876830,2022-04-09T14:09:29.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11211.0,366 SOUTH    5 STREET,SOUTH    5 STREET,KEAP STREET,HOOPER STREET,KEAP STREET,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    5 STREET,In Progress,01 BROOKLYN,3024630012.0,BROOKLYN,996878.0,197233.0,PHONE,Unspecified,BROOKLYN,40.70802676957424,-73.9544522380101,"{'latitude': '40.70802676957424', 'longitude': '-73.9544522380101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613.0,36.0,2.0,30.0,56.0,,,,,,,,,,,,
191487,53863644,2022-04-08T13:42:52.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10039.0,2541 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST  147 STREET,WEST  148 STREET,WEST  147 STREET,WEST  148 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,10 MANHATTAN,1020160050.0,MANHATTAN,1001396.0,239133.0,PHONE,Unspecified,MANHATTAN,40.82302378752941,-73.93804944859909,"{'latitude': '40.82302378752941', 'longitude': '-73.93804944859909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097.0,18.0,4.0,36.0,20.0,,,,,,,,,,,,
194090,53859678,2022-04-08T09:15:01.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,Other (Explain Below),10472.0,1160 EVERGREEN AVENUE,EVERGREEN AVENUE,WATSON AVENUE,PELHAM LINE,WATSON AVENUE,PELHAM LINE,ADDRESS,BRONX,EVERGREEN AVENUE,In Progress,09 BRONX,2037380027.0,BRONX,1017246.0,240713.0,ONLINE,Unspecified,BRONX,40.82731544703092,-73.880773784151,"{'latitude': '40.82731544703092', 'longitude': '-73.880773784151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610.0,58.0,5.0,43.0,26.0,,,,,,,,,,,,
196790,53850706,2022-04-07T21:27:09.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,11238.0,411 ST JOHN'S PLACE,ST JOHN'S PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,In Progress,08 BROOKLYN,3011730065.0,BROOKLYN,994117.0,184802.0,PHONE,Unspecified,BROOKLYN,40.67391005325311,-73.96442905744257,"{'latitude': '40.67391005325311', 'longitude': '-73.96442905744257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13829.0,16.0,2.0,48.0,49.0,,,,,,,,,,,,
198946,53852826,2022-04-07T15:16:08.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11211.0,147 CONSELYEA STREET,CONSELYEA STREET,MANHATTAN AVENUE,CONO D'ALTO WAY,MANHATTAN AVENUE,CONO D'ALTO WAY,ADDRESS,BROOKLYN,CONSELYEA STREET,In Progress,01 BROOKLYN,3027540034.0,BROOKLYN,999434.0,199836.0,ONLINE,Unspecified,BROOKLYN,40.71516736707616,-73.94522716787948,"{'latitude': '40.71516736707616', 'longitude': '-73.94522716787948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613.0,36.0,2.0,30.0,57.0,,,,,,,,,,,,
199383,53858336,2022-04-07T14:02:52.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,11691.0,120 BEACH   19 STREET,BEACH   19 STREET,BOARDWALK,SEAGIRT BOULEVARD,BOARDWALK,SEAGIRT BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,In Progress,14 QUEENS,4156380001.0,QUEENS,1052797.0,155677.0,ONLINE,Unspecified,QUEENS,40.593708547321405,-73.75318171830116,"{'latitude': '40.593708547321405', 'longitude': '-73.75318171830116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20529.0,51.0,3.0,47.0,59.0,,,,,,,,,,,,
201718,53853934,2022-04-07T09:53:29.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10027.0,431 WEST  121 STREET,WEST  121 STREET,MORNINGSIDE DRIVE,AMSTERDAM AVENUE,MORNINGSIDE DRIVE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  121 STREET,In Progress,09 MANHATTAN,1019630034.0,MANHATTAN,995665.0,234398.0,PHONE,Unspecified,MANHATTAN,40.81003680693076,-73.9587642876289,"{'latitude': '40.81003680693076', 'longitude': '-73.9587642876289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424.0,37.0,4.0,23.0,17.0,,,,,,,,,,,,
206925,53843139,2022-04-06T15:28:11.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11215.0,457 15 STREET,15 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,15 STREET,In Progress,06 BROOKLYN,3011030054.0,BROOKLYN,989577.0,180266.0,ONLINE,Unspecified,BROOKLYN,40.66146363992542,-73.98079952852369,"{'latitude': '40.66146363992542', 'longitude': '-73.98079952852369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17617.0,14.0,2.0,27.0,50.0,,,,,,,,,,,,
207116,53847492,2022-04-06T14:58:51.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10022.0,14 SUTTON PLACE SOUTH,SUTTON PLACE SOUTH,EAST   57 STREET,EAST   56 STREET,EAST   57 STREET,EAST   56 STREET,ADDRESS,NEW YORK,SUTTON PLACE SOUTH,In Progress,06 MANHATTAN,1013680024.0,MANHATTAN,995042.0,215024.0,PHONE,Unspecified,MANHATTAN,40.75686111979165,-73.96104594443902,"{'latitude': '40.75686111979165', 'longitude': '-73.96104594443902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12419.0,71.0,4.0,1.0,9.0,,,,,,,,,,,,
210309,53844205,2022-04-06T08:34:36.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10013.0,18 NORTH MOORE STREET,NORTH MOORE STREET,VARICK STREET,HUDSON STREET,VARICK STREET,HUDSON STREET,ADDRESS,NEW YORK,NORTH MOORE STREET,In Progress,01 MANHATTAN,1001890033.0,MANHATTAN,982267.0,201520.0,ONLINE,Unspecified,MANHATTAN,40.71980235047087,-74.00715371922269,"{'latitude': '40.71980235047087', 'longitude': '-74.00715371922269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12076.0,56.0,4.0,32.0,1.0,,,,,,,,,,,,
213495,53839729,2022-04-05T17:52:46.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11231.0,130 UNION STREET,UNION STREET,JOSE TUFFY SANCHEZ CORNER,HICKS STREET,JOSE TUFFY SANCHEZ CORNER,HICKS STREET,ADDRESS,BROOKLYN,UNION STREET,In Progress,06 BROOKLYN,3003420017.0,BROOKLYN,983610.0,188543.0,ONLINE,Unspecified,BROOKLYN,40.68418372663789,-74.0023075818366,"{'latitude': '40.68418372663789', 'longitude': '-74.0023075818366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13514.0,14.0,2.0,27.0,48.0,,,,,,,,,,,,
225286,53830618,2022-04-04T11:20:14.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10011.0,35 WEST    9 STREET,WEST    9 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    9 STREET,In Progress,02 MANHATTAN,1005730062.0,MANHATTAN,985029.0,206471.0,PHONE,Unspecified,MANHATTAN,40.73339182864549,-73.99718916601842,"{'latitude': '40.73339182864549', 'longitude': '-73.99718916601842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074.0,57.0,4.0,10.0,3.0,,,,,,,,,,,,
231403,53822574,2022-04-03T12:55:31.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10028.0,1264 LEXINGTON AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,LEXINGTON AVENUE,In Progress,08 MANHATTAN,1015140016.0,MANHATTAN,996381.0,223077.0,ONLINE,Unspecified,MANHATTAN,40.7789627763376,-73.95619824874713,"{'latitude': '40.7789627763376', 'longitude': '-73.95619824874713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425.0,23.0,4.0,51.0,11.0,,,,,,,,,,,,
240869,53809582,2022-04-02T04:28:26.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Coming into Apartment,3+ Family Apartment Building,10024.0,175 WEST   87 STREET,WEST   87 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   87 STREET,In Progress,07 MANHATTAN,1012180001.0,MANHATTAN,991559.0,226361.0,ONLINE,Unspecified,MANHATTAN,40.78798178518925,-73.97360560880402,"{'latitude': '40.78798178518925', 'longitude': '-73.97360560880402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12421.0,20.0,4.0,19.0,15.0,,,,,,,,,,,,
247399,53805283,2022-04-01T09:58:25.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
249090,53808579,2022-04-01T03:34:13.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,Other (Explain Below),10452.0,957 WOODCREST AVENUE,WOODCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
249446,53798505,2022-04-01T00:46:10.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
250404,53796336,2022-03-31T21:17:11.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,In Common Areas,3+ Family Apartment Building,10021.0,1413 2 AVENUE,2 AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,2 AVENUE,In Progress,08 MANHATTAN,1014280026.0,MANHATTAN,995997.0,219768.0,PHONE,Unspecified,MANHATTAN,40.76988095867381,-73.95759055286538,"{'latitude': '40.76988095867381', 'longitude': '-73.95759055286538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12083.0,23.0,4.0,51.0,11.0,,,,,,,,,,,,
253871,53798506,2022-03-31T12:10:23.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
256964,53794150,2022-03-31T03:22:32.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
257073,53789721,2022-03-31T02:05:47.000,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,Other (Explain Below),10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,In Progress,04 BRONX,2025110068.0,BRONX,1003936.0,242233.0,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,35.0,27.0,,,,,,,,,,,,
