,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,resolution_description,resolution_action_updated_date,bridge_highway_name,bridge_highway_segment,closed_date,road_ramp,facility_type,bridge_highway_direction,taxi_company_borough,taxi_pick_up_location,vehicle_type,due_date
221792,53826188,2022-04-04T18:44:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10028,140 EAST   81 STREET,EAST   81 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,Closed,08 MANHATTAN,1015090051,MANHATTAN,996003,222038,ONLINE,Unspecified,MANHATTAN,40.77611150613906,-73.95756492139915,"{'latitude': '40.77611150613906', 'longitude': '-73.95756492139915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
222716,53827354,2022-04-04T16:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10011,100 WEST   12 STREET,WEST   12 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,Closed,02 MANHATTAN,1006070038,MANHATTAN,984739,207497,ONLINE,Unspecified,MANHATTAN,40.736207966594336,-73.9982354866375,"{'latitude': '40.736207966594336', 'longitude': '-73.9982354866375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074,57,4,10,3,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
222836,53827355,2022-04-04T16:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11223,1880 EAST    4 STREET,EAST    4 STREET,KINGS HWY,AVENUE S,,,ADDRESS,BROOKLYN,,Closed,15 BROOKLYN,3066810230,BROOKLYN,992847,159405,PHONE,Unspecified,BROOKLYN,40.60420205015139,-73.96903981928496,"{'latitude': '40.60420205015139', 'longitude': '-73.96903981928496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18183,32,2,45,36,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
222929,53829632,2022-04-04T16:04:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,572 OCEAN PARKWAY,OCEAN PARKWAY,DITMAS AVE,AVENUE F,,,ADDRESS,BROOKLYN,,Closed,12 BROOKLYN,3053990045,BROOKLYN,991898,170459,ONLINE,Unspecified,BROOKLYN,40.63454384901796,-73.97244490878012,"{'latitude': '40.63454384901796', 'longitude': '-73.97244490878012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T09:11:00.000,,,2022-04-05T09:11:00.000,,N/A,,,,,
223171,53828503,2022-04-04T15:33:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11213,672 EMPIRE BOULEVARD,EMPIRE BOULEVARD,KINGSTON AVE,ALBANY AVE,,,ADDRESS,BROOKLYN,,Closed,09 BROOKLYN,3013260041,BROOKLYN,1000801,181165,ONLINE,Unspecified,BROOKLYN,40.663917328926104,-73.94034189691776,"{'latitude': '40.663917328926104', 'longitude': '-73.94034189691776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,17,2,17,44,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224117,53829633,2022-04-04T13:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10460,2090 CROTONA PARKWAY,CROTONA PARKWAY,E 179 ST,E 180 ST,,,ADDRESS,BRONX,,Closed,06 BRONX,2031180156,BRONX,1016225,247332,ONLINE,Unspecified,BRONX,40.84548642539284,-73.88443146002982,"{'latitude': '40.84548642539284', 'longitude': '-73.88443146002982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,35,5,43,31,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224141,53827356,2022-04-04T13:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11232,872 40 STREET,40 STREET,8 AVE,9 AVE,,,ADDRESS,BROOKLYN,,Closed,12 BROOKLYN,3009200031,BROOKLYN,985242,174568,ONLINE,Unspecified,BROOKLYN,40.64582542041027,-73.99642530441261,"{'latitude': '40.64582542041027', 'longitude': '-73.99642530441261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13515,2,2,7,39,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224197,53829634,2022-04-04T13:13:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11432,170-49 CEDARCROFT ROAD,CEDARCROFT ROAD,HOMELAWN ST,KINGSTON PL,,,ADDRESS,JAMAICA,,Closed,08 QUEENS,4098430029,QUEENS,1041975,198751,ONLINE,Unspecified,QUEENS,40.712014021585865,-73.79177983873349,"{'latitude': '40.712014021585865', 'longitude': '-73.79177983873349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24340,25,3,24,65,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224218,53823845,2022-04-04T13:10:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11412,183-28 ELMIRA AVENUE,ELMIRA AVENUE,DUNKIRK ST,HANNIBAL ST,,,ADDRESS,SAINT ALBANS,,Closed,12 QUEENS,4103490019,QUEENS,1047369,194931,ONLINE,Unspecified,QUEENS,40.70149222224049,-73.7723590039871,"{'latitude': '40.70149222224049', 'longitude': '-73.7723590039871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15312,41,3,6,61,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224246,53828504,2022-04-04T13:07:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10459,1182 WEST FARMS ROAD,WEST FARMS ROAD,BRYANT AVE,HOME ST,,,ADDRESS,BRONX,,Closed,03 BRONX,2027540029,BRONX,1015053,241051,ONLINE,Unspecified,BRONX,40.82825108005499,-73.88869630795705,"{'latitude': '40.82825108005499', 'longitude': '-73.88869630795705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10937,34,5,43,25,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224267,53823846,2022-04-04T13:04:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11236,9422 AVENUE A,AVENUE A,E 94 ST,E 95 ST,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,3047540044,BROOKLYN,1007836,177257,ONLINE,Unspecified,BROOKLYN,40.653174787316374,-73.91499791200658,"{'latitude': '40.653174787316374', 'longitude': '-73.91499791200658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827,61,2,25,40,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:18:00.000,,,2022-04-05T13:18:00.000,,N/A,,,,,
224291,53828505,2022-04-04T13:01:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11232,216 33 STREET,33 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,Closed,07 BROOKLYN,3006850031,BROOKLYN,983968,177903,ONLINE,Unspecified,BROOKLYN,40.65497932199981,-74.00101633313989,"{'latitude': '40.65497932199981', 'longitude': '-74.00101633313989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13515,9,2,7,45,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224314,53826189,2022-04-04T12:58:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10467,65 EAST GUN HILL ROAD,EAST GUN HILL ROAD,DE KALB AVE,ROCHAMBEAU AVE,,,ADDRESS,BRONX,,Closed,07 BRONX,2033280130,BRONX,1017442,260605,ONLINE,Unspecified,BRONX,40.88191226984774,-73.87996707624782,"{'latitude': '40.88191226984774', 'longitude': '-73.87996707624782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11605,24,5,40,34,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224350,53823847,2022-04-04T12:55:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10036,451 WEST   44 STREET,WEST   44 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,04 MANHATTAN,1010540007,MANHATTAN,986156,216291,ONLINE,Unspecified,MANHATTAN,40.76034509154073,-73.99311987480536,"{'latitude': '40.76034509154073', 'longitude': '-73.99311987480536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13094,12,4,10,10,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224376,53828506,2022-04-04T12:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11223,1755 OCEAN PARKWAY,OCEAN PARKWAY,QUENTIN RD,KINGS HWY,,,ADDRESS,BROOKLYN,,Closed,15 BROOKLYN,3066630023,BROOKLYN,993414,160028,ONLINE,Unspecified,BROOKLYN,40.60591148974752,-73.96699704996605,"{'latitude': '40.60591148974752', 'longitude': '-73.96699704996605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18183,32,2,18,36,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224418,53825052,2022-04-04T12:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10451,304 EAST  156 STREET,EAST  156 STREET,CONCOURSE VILLAGE E,COURTLANDT AVE,,,ADDRESS,BRONX,,Closed,01 BRONX,2024130001,BRONX,1006863,238581,ONLINE,Unspecified,BRONX,40.82149640044557,-73.91829839315167,"{'latitude': '40.82149640044557', 'longitude': '-73.91829839315167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10929,49,5,43,23,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224960,53830818,2022-04-04T11:58:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11230,1335 EAST   12 STREET,EAST   12 STREET,ELM AVE,AVENUE N,,,ADDRESS,BROOKLYN,,Closed,14 BROOKLYN,3067410030,BROOKLYN,994635,163925,ONLINE,Unspecified,BROOKLYN,40.61660660534773,-73.96259378521918,"{'latitude': '40.61660660534773', 'longitude': '-73.96259378521918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,60,2,15,43,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
224980,53823848,2022-04-04T11:55:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11220,855 47 STREET,47 STREET,8 AVE,9 AVE,,,ADDRESS,BROOKLYN,,Closed,12 BROOKLYN,3007600057,BROOKLYN,984035,173208,ONLINE,Unspecified,BROOKLYN,40.642092566093254,-74.00077471426974,"{'latitude': '40.642092566093254', 'longitude': '-74.00077471426974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18180,2,2,7,39,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
225060,53827358,2022-04-04T11:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10462,1718 PURDY STREET,PURDY STREET,METROPOLITAN AVE,E TREMONT AVE,,,ADDRESS,BRONX,,Closed,09 BRONX,2039627501,BRONX,1024513,245718,ONLINE,Unspecified,BRONX,40.841022572300865,-73.85448554530193,"{'latitude': '40.841022572300865', 'longitude': '-73.85448554530193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,58,5,31,26,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
225062,53829635,2022-04-04T11:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11355,42-52 UNION STREET,UNION STREET,SANFORD AVE,FRANKLIN AVE,,,ADDRESS,FLUSHING,,Closed,07 QUEENS,4051800059,QUEENS,1032921,215093,ONLINE,Unspecified,QUEENS,40.75692313384692,-73.82432025465161,"{'latitude': '40.75692313384692', 'longitude': '-73.82432025465161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
225063,53827357,2022-04-04T11:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11385,804 ONDERDONK AVENUE,ONDERDONK AVENUE,PUTNAM AVE,CORNELIA ST,,,ADDRESS,RIDGEWOOD,,Closed,05 QUEENS,4034630030,QUEENS,1010758,195159,ONLINE,Unspecified,QUEENS,40.70230343531361,-73.90439684791822,"{'latitude': '40.70230343531361', 'longitude': '-73.90439684791822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
225244,53828507,2022-04-04T11:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11206,5 CENTRAL AVENUE,CENTRAL AVENUE,FLUSHING AVE,FORREST ST,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3031440001,BROOKLYN,1002750,195303,ONLINE,Unspecified,BROOKLYN,40.70271904686624,-73.93327791007188,"{'latitude': '40.70271904686624', 'longitude': '-73.93327791007188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,42,2,30,53,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
225245,53826190,2022-04-04T11:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11355,144-20 41 AVENUE,41 AVENUE,PARSONS BLVD,147 ST,,,ADDRESS,FLUSHING,,Closed,07 QUEENS,4050500004,QUEENS,1033836,216461,ONLINE,Unspecified,QUEENS,40.76067285191323,-73.82100744819266,"{'latitude': '40.76067285191323', 'longitude': '-73.82100744819266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
226082,53829636,2022-04-04T09:54:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11205,192 SPENCER STREET,SPENCER STREET,WILLOUGHBY AVE,DE KALB AVE,,,ADDRESS,BROOKLYN,,Closed,03 BROOKLYN,3017627505,BROOKLYN,996794,191564,ONLINE,Unspecified,BROOKLYN,40.6924668113589,-73.95476577524396,"{'latitude': '40.6924668113589', 'longitude': '-73.95476577524396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,69,2,38,51,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
226120,53828508,2022-04-04T09:51:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,201 LINDEN BOULEVARD,LINDEN BOULEVARD,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,3050850083,BROOKLYN,997760,177029,ONLINE,Unspecified,BROOKLYN,40.65257008176136,-73.95131146956386,"{'latitude': '40.65257008176136', 'longitude': '-73.95131146956386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13510,61,2,11,40,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:17:00.000,,,2022-04-05T13:17:00.000,,N/A,,,,,
228344,53817194,2022-04-03T23:45:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10039,159-64 HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE SERVICE RD W,8 AVE,HARLEM RIVER DRIVE EXIT 23   SB,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1021060320,MANHATTAN,1002084,243792,ONLINE,Unspecified,MANHATTAN,40.83581004322532,-73.93555123799318,"{'latitude': '40.83581004322532', 'longitude': '-73.93555123799318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097,47,4,39,21,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T09:13:00.000,,,2022-04-05T09:13:00.000,,N/A,,,,,
228493,53821095,2022-04-03T23:09:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10017,25 TUDOR CITY PLACE,TUDOR CITY PLACE,E 41 ST,E 42 ST,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1013340022,MANHATTAN,992349,212007,ONLINE,Unspecified,MANHATTAN,40.74858309664802,-73.97077004365752,"{'latitude': '40.74858309664802', 'longitude': '-73.97077004365752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12079,71,4,51,9,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
228681,53820331,2022-04-03T22:30:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,500 EAST   13 STREET,EAST   13 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004060008,MANHATTAN,989651,205079,ONLINE,Unspecified,MANHATTAN,40.72956951528939,-73.98051290928773,"{'latitude': '40.72956951528939', 'longitude': '-73.98051290928773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
229216,53821096,2022-04-03T20:35:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11222,27 APOLLO STREET,APOLLO STREET,BROOKLYN QUEENS EXPWY ET 34  WB,NASSAU AVE,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,3026920025,BROOKLYN,1001493,203465,ONLINE,Unspecified,BROOKLYN,40.72512432186038,-73.93779049849768,"{'latitude': '40.72512432186038', 'longitude': '-73.93779049849768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18182,36,2,38,57,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-08T12:09:00.000,,,2022-04-08T12:09:00.000,,N/A,,,,,
229244,53817948,2022-04-03T20:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11694,525 BEACH  135 STREET,BEACH  135 STREET,CRONSTON AVE,BEACH CHANNEL DR,,,ADDRESS,FAR ROCKAWAY,,Closed,14 QUEENS,4162470020,QUEENS,1024416,150084,ONLINE,Unspecified,QUEENS,40.57853095195326,-73.85540663099692,"{'latitude': '40.57853095195326', 'longitude': '-73.85540663099692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20532,51,3,41,58,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
229452,53817949,2022-04-03T19:44:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11358,29-12 164 STREET,164 STREET,29 AVE,32 AVE,,,ADDRESS,FLUSHING,,Closed,07 QUEENS,4049080013,QUEENS,1039456,220151,ONLINE,Unspecified,QUEENS,40.77076761551624,-73.80069047089134,"{'latitude': '40.77076761551624', 'longitude': '-73.80069047089134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14193,22,3,20,67,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
229653,53816452,2022-04-03T18:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11211,275 LEONARD STREET,LEONARD STREET,AINSLIE ST,DEVOE ST,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,3027680019,BROOKLYN,998780,199181,ONLINE,Unspecified,BROOKLYN,40.71337064705168,-73.94758773751585,"{'latitude': '40.71337064705168', 'longitude': '-73.94758773751585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
229654,53817950,2022-04-03T18:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11236,10214 AVENUE M,AVENUE M,E 102 ST,E 103 ST,,,ADDRESS,BROOKLYN,,Closed,18 BROOKLYN,3082860042,BROOKLYN,1014939,172340,PHONE,Unspecified,BROOKLYN,40.63965692786863,-73.88942165243563,"{'latitude': '40.63965692786863', 'longitude': '-73.88942165243563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827,5,2,8,42,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-08T12:29:00.000,,,2022-04-08T12:29:00.000,,N/A,,,,,
229843,53817951,2022-04-03T18:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10023,160 WEST   71 STREET,WEST   71 STREET,COLUMBUS AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,07 MANHATTAN,1011420064,MANHATTAN,989190,222696,ONLINE,Unspecified,MANHATTAN,40.77792397610782,-73.98216327853483,"{'latitude': '40.77792397610782', 'longitude': '-73.98216327853483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
229961,53821885,2022-04-03T17:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11362,57-34 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,57 AVE,58 AVE,,,ADDRESS,LITTLE NECK,,Closed,11 QUEENS,4083460067,QUEENS,1060811,217371,ONLINE,Unspecified,QUEENS,40.762978115891144,-73.72362488871384,"{'latitude': '40.762978115891144', 'longitude': '-73.72362488871384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14197,26,3,16,69,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
231576,53816451,2022-04-03T12:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11237,220 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,HARMAN ST,GREENE AVE,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3032910033,BROOKLYN,1007956,195518,ONLINE,Unspecified,BROOKLYN,40.703296755708315,-73.91450120707837,"{'latitude': '40.703296755708315', 'longitude': '-73.91450120707837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
231953,53819558,2022-04-03T11:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11238,400 CLINTON AVENUE,CLINTON AVENUE,GREENE AVE,GATES AVE,,,ADDRESS,BROOKLYN,,Closed,02 BROOKLYN,3019600038,BROOKLYN,993287,189229,ONLINE,Unspecified,BROOKLYN,40.68606204957919,-73.96741530476541,"{'latitude': '40.68606204957919', 'longitude': '-73.96741530476541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13829,68,2,48,55,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
232299,53818764,2022-04-03T10:15:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11233,595 HALSEY STREET,HALSEY STREET,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,Closed,03 BROOKLYN,3016620078,BROOKLYN,1004101,188585,ONLINE,Unspecified,BROOKLYN,40.684276770021015,-73.92842519367852,"{'latitude': '40.684276770021015', 'longitude': '-73.92842519367852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516,69,2,49,52,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,2022-04-05T13:16:00.000,,,2022-04-05T13:16:00.000,,N/A,,,,,
